OBJECTID,Accident_ID,Date,Time,Street1,Distance,Measurement,Direction,Street2,StatePlaneX,StatePlaneY,Location 1
616,2.01407E+11,7/20/2014,550,GRACE ST,200,Feet,E,ALLISON ST,11783452,3728032,"(37.557056, -77.4632)"
382,2.01203E+11,3/9/2012,331,BOULEVARD,5,Feet,N,FLOYD AVE,11780046,3726814,"(37.553813, -77.474995)"
322,2.0111E+11,10/23/2011,100,12TH ST,20,Feet,S,CARY ST,11791816,3720410,"(37.535868, -77.434645)"
664,2.01411E+11,11/10/2014,1811,BOWE ST,None,None,None,CLAY ST,11786194,3727455,"(37.555388, -77.453763)"
528,2.01309E+11,9/6/2013,1420,RICHMOND ST,None,None,None,GAY ST,11796619,3724628,"(37.547302, -77.417914)"
492,2.01304E+11,4/11/2013,1,BROAD ST,100,Feet,E,3RD ST,11790450,3723364,"(37.544023, -77.439241)"
373,2.01202E+11,2/15/2012,1700,10TH ST,None,None,None,CLAY ST,11792748,3722653,"(37.541999, -77.431343)"
217,2.01011E+11,11/21/2010,1733,2700 BAINBRIDGE ST,None,None,None,None,11784732,3712804,"(37.515198, -77.459364)"
158,2.01005E+11,5/26/2010,1630,BROOKLAND PARK BLVD,None,None,None,FENDALL AVE,11791196,3733432,"(37.571649, -77.436277)"
587,2.01403E+11,3/29/2014,217,BROAD ST,None,None,None,18TH ST,11794571,3720309,"(37.535505, -77.425148)"
1,2.00901E+11,1/12/2009,1530,BOULEVARD,5,Feet,N,CARY ST,11779699,3725994,"(37.551571, -77.476222)"
56,2.00907E+11,7/30/2009,930,9TH ST,None,None,None,LEIGH ST,11792775,3723238,"(37.543605, -77.431227)"
258,2.01104E+11,4/6/2011,1756,KANE ST,None,None,None,FAIRFIELD AVE,11802119,3725125,"(37.548492, -77.398924)"
62,2.00909E+11,9/3/2009,1422,OVERLOOK ST,500,Feet,S,CHESTERMAN AVE,11789959,3707984,"(37.501801, -77.441529)"
115,2.01001E+11,1/8/2010,1830,BROOKLAND PARK BLVD,None,None,None,2ND AVE,11796458,3732859,"(37.569911, -77.418144)"
100,2.00911E+11,11/28/2009,1800,MECHANICSVILLE TPKE,None,None,None,FORD AVE,11797717,3725441,"(37.5495, -77.414095)"
79,2.0091E+11,10/18/2009,1100,REDD ST,None,None,None,MECHANICSVILLE TPKE,11796998,3723912,"(37.545324, -77.416636)"
659,2.0141E+11,10/31/2014,1835,JEFFERSON DAVIS HWY,200,Feet,N,TERMINAL AVE,11789120,3701082,"(37.482872, -77.444687)"
476,2.01302E+11,2/9/2013,840,SHEILA LANE,50,Feet,S,FOREST HILL AVE,11763282,3720479,"(37.536901, -77.533045)"
489,2.01304E+11,4/4/2013,2240,BUNCHE PL,150,Feet,N,NINE MILE ROAD,11802795,3723240,"(37.543294, -77.396669)"
19,2.00904E+11,4/7/2009,1726,THOMPSON ST,None,None,None,FLOYD AVE,11776360,3728409,"(37.558302, -77.48765)"
315,2.0111E+11,10/10/2011,1000,STAFFORD AVE,100,Feet,N,CARY ST,11781101,3725384,"(37.549854, -77.471409)"
4,2.00901E+11,1/16/2009,2159,WALMSLEY BLVD,28,Feet,S,WOODMERE DR,11779551,3696562,"(37.470748, -77.477832)"
359,2.01201E+11,1/17/2012,1113,FRANKLIN ST,10,Feet,E,8TH ST,11791294,3721767,"(37.539611, -77.436392)"
496,2.01305E+11,5/3/2013,1905,NORTHSIDE AVE,None,Feet,None,NAPOLEON ST,11795090,3734300,"(37.573911, -77.422807)"
259,2.01104E+11,4/7/2011,1947,COLUMBIA ST,20,Feet,N,ATWELL DR,11789195,3703435,"(37.489332, -77.444338)"
244,2.01102E+11,2/26/2011,1346,NORTH AVE,7,Feet,N,BROOKLAND PARK BLVD,11792224,3733380,"(37.571474, -77.432732)"
321,2.0111E+11,10/19/2011,1010,11 S 12TH ST,None,None,None,None,11791940,3720502,"(37.536117, -77.434213)"
647,2.0141E+11,10/4/2014,1715,NORTH AVE,300,Feet,S,ALMA AVE,11791226,3737525,"(37.582888, -77.436014)"
568,2.01402E+11,2/11/2014,1413,FRANKLIN ST,30,Feet,E,7TH ST,11791033,3721958,"(37.540144, -77.437285)"
705,2.01506E+11,6/9/2015,1251,NORTHSIDE AVE,500,Feet,E,NAPOLEON ST,11795090,3734300,"(37.573911, -77.422807)"
142,2.01004E+11,4/3/2010,2305,SEMMES AVE,None,None,None,33RD ST,11782230,3713255,"(37.516512, -77.467973)"
201,2.01009E+11,9/30/2010,1914,4500 MIDLOTHIAN TPKE,None,None,None,None,11778100,3710546,"(37.509195, -77.482312)"
396,2.01204E+11,4/28/2012,125,CARY ST,74,Feet,E,BRUNSWICK ST,11785051,3723664,"(37.545012, -77.457851)"
547,2.01311E+11,11/8/2013,1715,28TH,150,Feet,E,GORDON,0,0,"(21.84882, -111.898764)"
35,2.00905E+11,5/15/2009,1742,29TH ST,25,Feet,E,PURCELL ST,11801740,3723848,"(37.544997, -77.400283)"
283,2.01107E+11,7/28/2011,1450,STOCKTON ST,None,None,None,7TH ST,11790784,3715265,"(37.521771, -77.438403)"
104,2.00912E+11,12/1/2009,1419,8TH ST,15,Feet,S,MAIN ST,11791062,3721451,"(37.538751, -77.437204)"
434,2.01209E+11,9/8/2012,1400,LABURNUM AVE,None,None,None,MONTROSE AVE,11789864,3738181,"(37.584731, -77.440689)"
377,2.01202E+11,2/20/2012,2005,KIMROD ROAD,None,None,None,HEYWOOD ROAD,11773684,3701378,"(37.484147, -77.497872)"
146,2.01004E+11,4/15/2010,1,8TH ST,0,None,S,LEIGH ST,11792521,3723427,"(37.544132, -77.432096)"
559,2.01401E+11,1/3/2014,1545,TERMINAL PL,None,None,None,BROAD ST,11781891,3729640,"(37.561519, -77.468524)"
303,2.01109E+11,9/22/2011,910,BOULEVARD,None,None,None,PARK AVE,11780925,3728885,"(37.559474, -77.471885)"
116,2.01001E+11,1/12/2010,2010,CHAMBERLAYNE AVE,None,None,None,WESTWOOD AVE,11788289,3735761,"(37.578134, -77.446217)"
17,2.00903E+11,3/27/2009,2343,9TH ST,None,None,None,CARY ST,11791092,3720946,"(37.537363, -77.437121)"
632,2.01408E+11,8/28/2014,1250,BROAD ST,75,Feet,W,FOUSHEE ST,11789662,3723941,"(37.545632, -77.441936)"
601,2.01405E+11,5/8/2014,1200,BROAD ST,28,Feet,E,BOWE ST,11785729,3726825,"(37.553672, -77.455391)"
261,2.01104E+11,4/11/2011,1145,2911 JEFFERSON DAVIS HWY,400,Feet,E,JEFFERSON DAVIS HWY,11789172,3701378,"(37.483684, -77.444497)"
621,2.01407E+11,7/31/2014,1333,13TH ST,None,None,None,MAIN ST,11792285,3720555,"(37.536252, -77.433022)"
172,2.01007E+11,7/11/2010,231,CARY ST,10,Feet,W,20TH ST,11794158,3718650,"(37.530962, -77.426637)"
526,2.01309E+11,9/2/2013,1211,CARY ST,200,Feet,E,ROWLAND ST,11782178,3724916,"(37.548537, -77.467712)"
688,2.01502E+11,2/14/2015,2015,FAIRFIELD AVE,None,None,None,23RD ST,11799983,3724932,"(37.54803, -77.4063)"
54,2.00907E+11,7/24/2009,830,BROAD ST,None,None,None,COLLEGE ST,11793215,3721328,"(37.538346, -77.429784)"
53,2.00907E+11,7/23/2009,2140,3206 CHAMBERLAYNE AVE,None,None,None,None,11788272,3735097,"(37.576311, -77.446301)"
663,2.01411E+11,11/8/2014,2205,HARRISON ST,10,Feet,S,GRACE ST,11786398,3725853,"(37.550982, -77.453121)"
409,2.01205E+11,5/23/2012,2000,B100 W HILL ST,None,None,None,None,11791398,3727098,"(37.554248, -77.435826)"
531,2.0131E+11,10/2/2013,1200,18TH ST,None,None,None,BROAD ST,11794571,3720309,"(37.535505, -77.425148)"
615,2.01407E+11,7/19/2014,2147,14TH ST,None,None,None,CANAL ST,11792434,3719788,"(37.534141, -77.432538)"
175,2.01007E+11,7/19/2010,1845,GROVE AVE,None,None,None,WISTERIA AVE,11771498,3731787,"(37.567721, -77.5043)"
266,2.01105E+11,5/2/2011,1215,BROAD ST,80,Feet,W,1ST ST,11789923,3723751,"(37.545102, -77.441044)"
363,2.01201E+11,1/23/2012,1850,7101 JAHNKE ROAD,None,None,None,None,11765486,3712323,"(37.514441, -77.525735)"
290,2.01108E+11,8/16/2011,750,RMA DOWNTOWN EXPRESSWAY WEST,250,Feet,E,PARKWOOD AVE,0,0,"(21.84882, -111.898764)"
316,2.0111E+11,10/11/2011,1525,CARY ST,None,None,None,HARRISON ST,11785635,3723494,"(37.544527, -77.455843)"
133,2.01003E+11,3/13/2010,112,MONUMENT AVE,150,Feet,W,STUART CIR,11785044,3726368,"(37.552438, -77.457772)"
384,2.01203E+11,3/9/2012,1620,MIDLOTHIAN TPKE,300,Feet,None,BEAUFONT HILLS DR,11750000,3710000,"(37.508488, -77.579203)"
156,2.01005E+11,5/24/2010,2038,1809 EVERETT ST,None,None,None,None,11788279,3712849,"(37.515213, -77.447133)"
612,2.01407E+11,7/1/2014,2008,AMBROSE ST,100,Feet,W,DEFORREST ST,11797500,3727576,"(37.55537, -77.414759)"
51,2.00907E+11,7/19/2009,1054,3RD AVE,None,None,None,BROOKLAND PARK BLVD,11796722,3732614,"(37.56923, -77.417243)"
214,2.01011E+11,11/5/2010,1500,9TH ST,60,Feet,W,BROAD ST,11792028,3722201,"(37.54078, -77.433844)"
475,2.01302E+11,2/9/2013,218,HULL ST,180,Feet,W,PLAYN ST,11783980,3710726,"(37.509514, -77.462035)"
399,2.01205E+11,5/8/2012,1102,9TH ST,None,None,None,LEIGH ST,11792775,3723238,"(37.543605, -77.431227)"
93,2.00911E+11,11/12/2009,1450,MAIN ST,8,Feet,S,HARRISON ST,11785791,3723981,"(37.54586, -77.455286)"
462,2.01212E+11,12/12/2012,1035,BROOKLAND PARK BLVD,200,Feet,E,3000 3RD AVE,11796722,3732614,"(37.56923, -77.417243)"
110,2.00912E+11,12/19/2009,940,IRON BRIDGE ROAD,None,None,None,KENMARE LOOP,11776995,3692797,"(37.460484, -77.486779)"
428,2.01208E+11,8/12/2012,240,B1300 E CARY ST,None,None,None,None,11792195,3720140,"(37.535115, -77.433348)"
264,2.01104E+11,4/19/2011,15,BROAD ROCK BLVD,None,None,None,WARWICK ROAD,11779308,3701051,"(37.483084, -77.478502)"
541,2.0131E+11,10/16/2013,1748,Q ST,None,Feet,W,26TH ST,11798553,3721226,"(37.537898, -77.411379)"
582,2.01403E+11,3/5/2014,1610,W CHARITY ST,55,Feet,W,ST PETER ST,11790409,3726414,"(37.5524, -77.439264)"
128,2.01003E+11,3/3/2010,1850,WESTWOOD AVE,15,Feet,W,CHAMBERLAYNE AVE,11788289,3735761,"(37.578134, -77.446217)"
275,2.01107E+11,7/6/2011,1149,BROAD ST,None,None,None,4TH ST,11790710,3723171,"(37.543485, -77.438352)"
635,2.01409E+11,9/1/2014,1654,MAIN ST,70,Feet,W,21ST ST,11794655,3718760,"(37.531249, -77.424919)"
82,2.0091E+11,10/25/2009,1411,MIDLOTHIAN TPKE,None,None,None,WYTHEMAR ST,11779211,3710719,"(37.509637, -77.478476)"
643,2.01409E+11,9/25/2014,809,MECHANICSVILLE TPKE,360,Feet,N,FAIRFIELD AVE,11797619,3725237,"(37.548943, -77.414441)"
449,2.01211E+11,11/1/2012,720,1200 OAK ST,None,None,None,None,11789224,3727983,"(37.556745, -77.443291)"
590,2.01404E+11,4/4/2014,1700,27TH ST,None,None,None,SEMMES AVE,11784210,3714260,"(37.519212, -77.461108)"
61,2.00909E+11,9/2/2009,1820,BROAD ROCK BLVD,50,Feet,W,BRYCE LANE,11778985,3700282,"(37.480981, -77.479644)"
130,2.01003E+11,3/8/2010,1555,HULL ST,94,Feet,W,32ND ST,11783033,3709948,"(37.507406, -77.465329)"
81,2.0091E+11,10/23/2009,2206,REDD ST,5,Feet,E,COALTER ST,11796186,3724178,"(37.54608, -77.419426)"
500,2.01305E+11,5/12/2013,1327,CARY ST,100,Feet,W,12TH ST,11791816,3720410,"(37.535868, -77.434645)"
586,2.01403E+11,3/21/2014,1851,MCRAND ST,None,None,None,32ND ST,11782518,3710675,"(37.509418, -77.467077)"
196,2.01009E+11,9/26/2010,1,DOCK ST,50,Feet,W,17TH ST,11793279,3719116,"(37.532269, -77.42965)"
304,2.01109E+11,9/25/2011,1729,BRADY ST,20,Feet,E,COLUMBIA ST,11789175,3703834,"(37.490428, -77.444392)"
251,2.01103E+11,3/18/2011,2316,MAIN ST,70,Feet,E,LOMBARDY ST,11784149,3724541,"(37.547448, -77.460928)"
471,2.01301E+11,1/4/2013,1253,3RD ST,None,None,None,BROAD ST,11790450,3723364,"(37.544023, -77.439241)"
94,2.00911E+11,11/13/2009,1800,RICHMOND HENRICO TPKE,500,Feet,S,DOVE ST,11793328,3730346,"(37.563108, -77.429042)"
317,2.0111E+11,10/12/2011,1540,LYNHAVEN AVE,10,Feet,N,TERMINAL AVE,11790158,3701217,"(37.483211, -77.441105)"
131,2.01003E+11,3/11/2010,2152,BROAD ST,None,None,None,5TH ST,11790972,3722978,"(37.542947, -77.437456)"
209,2.0101E+11,10/21/2010,750,HULL STREET ROAD,100,Feet,W,LINWOOD AVE,11774837,3703154,"(37.488991, -77.493833)"
658,2.0141E+11,10/30/2014,1630,SPOTSYLVANIA ST,0,Miles,S,FAIRFIELD WAY,11797406,3725504,"(37.549683, -77.415165)"
103,2.00911E+11,11/30/2009,1708,BROAD ST,50,Feet,W,23RD ST,11795899,3719317,"(37.532739, -77.420607)"
618,2.01407E+11,7/26/2014,222,MAIN ST,300,Feet,W,15TH ST,11793064,3719950,"(37.534566, -77.430359)"
114,2.00912E+11,12/29/2009,1245,ELLWOOD AVE,75,Feet,W,BOULEVARD,11779872,3726401,"(37.552684, -77.475611)"
45,2.00907E+11,7/9/2009,2300,4208 CHAMBERLAYNE AVE,None,None,None,None,11787394,3740916,"(37.592318, -77.449107)"
224,2.01012E+11,12/6/2010,2100,BOULEVARD,20,Feet,S,BROAD ST,11781398,3730002,"(37.562528, -77.470211)"
129,2.01003E+11,3/4/2010,1807,CREIGHTON ROAD,None,Feet,S,NINE MILE ROAD,11801621,3722691,"(37.541824, -77.40074)"
701,2.01504E+11,4/8/2015,1526,BROAD ST,None,None,None,SHAFER ST,11787110,3725814,"(37.550854, -77.450667)"
232,2.01101E+11,1/4/2011,2117,BOULEVARD,None,None,None,BROAD ST,11781398,3730002,"(37.562528, -77.470211)"
410,2.01205E+11,5/24/2012,1635,NINE MILE ROAD,None,None,None,CREIGHTON ROAD,11801621,3722691,"(37.541824, -77.40074)"
608,2.01405E+11,5/20/2014,1634,CHARITY ST,None,None,None,HICKORY ST,11790167,3726429,"(37.552449, -77.440098)"
592,2.01404E+11,4/17/2014,1808,MECHANICSVILLE TPKE,150,Feet,N,COOL LANE,11798426,3726936,"(37.553583, -77.41159)"
37,2.00905E+11,5/29/2009,850,MAIN ST,None,None,None,7TH ST,11790798,3721643,"(37.539286, -77.438107)"
638,2.01409E+11,9/11/2014,1940,HAZELHURST AVE,None,None,None,LADIES MILE ROAD,11792749,3736605,"(37.580314, -77.430795)"
313,2.0111E+11,10/7/2011,2134,MIDLOTHIAN TPKE,319,Feet,W,WYTHEMAR ST,11779211,3710719,"(37.509637, -77.478476)"
593,2.01404E+11,4/18/2014,2313,BROAD ST,100,Feet,E,17TH ST,11794304,3720511,"(37.536068, -77.426061)"
256,2.01104E+11,4/1/2011,1530,BROAD ST,None,None,None,2ND ST,11790184,3723559,"(37.544567, -77.440151)"
569,2.01402E+11,2/16/2014,400,COMMERCE ROAD,500,Feet,S,BELLS ROAD,11793981,3695365,"(37.467022, -77.428159)"
483,2.01303E+11,3/2/2013,143,HULL STREET ROAD,298,Feet,W,WARWICK ROAD,11776430,3704516,"(37.492684, -77.488292)"
314,2.0111E+11,10/10/2011,802,ORCUTT LANE,None,None,None,CHATEAU DR,11773159,3700829,"(37.482655, -77.499701)"
247,2.01103E+11,3/6/2011,1944,BROAD ST,None,None,None,5TH ST,11790972,3722978,"(37.542947, -77.437456)"
583,2.01403E+11,3/12/2014,1306,NINE MILE ROAD,None,None,None,26TH ST,11799315,3722248,"(37.540681, -77.408711)"
357,2.01201E+11,1/12/2012,1524,LEIGH ST,None,None,None,MOZELLE ST,11785982,3728254,"(37.557589, -77.454464)"
424,2.01208E+11,8/2/2012,1712,HULL ST,None,None,None,BLAKE LANE,11783268,3710141,"(37.507929, -77.464512)"
460,2.01212E+11,12/6/2012,1747,OLIVER HILL WAY,None,None,None,BROAD ST,0,0,"(21.84882, -111.898764)"
545,2.01311E+11,11/1/2013,1436,BELT BLVD,100,Feet,N,HULL STREET ROAD,11780646,3708000,"(37.502127, -77.473631)"
39,2.00906E+11,6/5/2009,1450,21ST ST,100,Feet,S,MARSHALL ST,11795606,3720030,"(37.534707, -77.42159)"
11,2.00903E+11,3/9/2009,1644,2011 CHAMBERLAYNE PKWY,None,None,None,None,11789382,3729927,"(37.562079, -77.442671)"
381,2.01203E+11,3/7/2012,1120,BROAD ST,None,None,None,COLLEGE ST,11793215,3721328,"(37.538346, -77.429784)"
194,2.01009E+11,9/13/2010,1027,CHAMBERLAYNE AVE,None,None,None,WESTMINSTER AVE,11787424,3741661,"(37.594363, -77.448975)"
137,2.01003E+11,3/22/2010,811,GRACE ST,None,None,None,ALLEN AVE,11784604,3727200,"(37.554736, -77.459258)"
408,2.01205E+11,5/23/2012,1605,CLOPTON ST,200,Feet,N,HULL ST,11785726,3712161,"(37.513402, -77.455961)"
402,2.01205E+11,5/11/2012,2324,20TH ST,50,Feet,S,BAINBRIDGE ST,11786954,3713930,"(37.518222, -77.45166)"
32,2.00905E+11,5/9/2009,1919,29TH ST,90,Feet,S,CONRAD,0,0,"(21.84882, -111.898764)"
591,2.01404E+11,4/4/2014,1655,2501 SHEILA LANE,None,None,None,None,11763824,3719720,"(37.534802, -77.531203)"
3,2.00901E+11,1/15/2009,1338,HULL STREET ROAD,400,Feet,W,BELT BLVD,11780646,3708000,"(37.502127, -77.473631)"
88,2.00911E+11,11/8/2009,230,3125 W CARY ST,None,None,None,None,11778187,3726609,"(37.553305, -77.481415)"
138,2.01003E+11,3/23/2010,1901,HULL ST,None,None,None,WARWICK ROAD,0,0,"(21.84882, -111.898764)"
640,2.01409E+11,9/20/2014,1946,BROAD ROCK ROAD,20,Feet,N,36TH ST,11782810,3708305,"(37.5029, -77.46616)"
537,2.0131E+11,10/8/2013,1240,BELVIDERE ST,30,Feet,S,BROAD ST,11788092,3725095,"(37.548849, -77.447307)"
13,2.00903E+11,3/10/2009,1200,CHAMBERLAYNE AVE,None,None,S,EDGEHILL ROAD,11788828,3732081,"(37.568012, -77.444499)"
349,2.01112E+11,12/23/2011,1341,2430 SHEILA LANE,None,None,None,None,11763200,3719893,"(37.535294, -77.533349)"
435,2.01209E+11,9/11/2012,1755,LABURNUM AVE,None,None,None,NORTH AVE,11790297,3738201,"(37.584773, -77.439194)"
21,2.00904E+11,4/14/2009,1510,BRUNSWICK ST,None,None,None,MAIN ST,11785229,3724071,"(37.546124, -77.457221)"
514,2.01307E+11,7/18/2013,1342,MIDLOTHIAN TPKE,None,None,None,27TH ST,11784764,3711972,"(37.512912, -77.459285)"
181,2.01008E+11,8/14/2010,2304,BROAD ROCK BLVD,189,Feet,W,WELFORD AVE,11778364,3697915,"(37.474499, -77.481872)"
222,2.01012E+11,12/1/2010,1542,SEMMES AVE,15,Feet,E,26TH ST,11784540,3714428,"(37.519663, -77.459964)"
154,2.01005E+11,5/16/2010,200,HULL ST,None,None,None,34TH ST,11782563,3709562,"(37.50636, -77.466964)"
622,2.01408E+11,8/2/2014,2135,STOCKTON ST,100,Feet,E,BROAD ROCK ROAD,11783607,3709400,"(37.505883, -77.463371)"
347,2.01112E+11,12/23/2011,213,8TH ST,86,Feet,N,CLAY ST,11792231,3723029,"(37.543048, -77.433111)"
426,2.01208E+11,8/5/2012,35,4100 NORTH AVE,None,None,None,None,11789658,3738626,"(37.58596, -77.441382)"
302,2.01109E+11,9/15/2011,1,NORTH AVE,None,None,None,MOSS SIDE AVE,11789367,3738851,"(37.586587, -77.442378)"
385,2.01203E+11,3/10/2012,320,MECHANICSVILLE TPKE,800,Feet,S,MAGNOLIA ST,11799147,3728404,"(37.557592, -77.409045)"
565,2.01402E+11,2/7/2014,830,FRANKLIN ST,None,None,None,MONROE ST,11788180,3724058,"(37.545999, -77.447043)"
278,2.01107E+11,7/7/2011,1720,CHERRY ST,None,None,None,CATHEDRAL PL,0,0,"(21.84882, -111.898764)"
700,2.01504E+11,4/5/2015,1324,LOGANDALE AVE,10,Feet,E,BLAKE LANE,11784031,3709230,"(37.505404, -77.461916)"
236,2.01101E+11,1/26/2011,1705,BROAD ST,None,None,None,7TH ST,11791498,3722591,"(37.541868, -77.435657)"
91,2.00911E+11,11/11/2009,730,BROAD ST,None,None,None,5TH ST,11790972,3722978,"(37.542947, -77.437456)"
473,2.01301E+11,1/28/2013,1811,MECHANICSVILLE TPKE,500,Feet,S,COOL LANE,11798427,3726936,"(37.553583, -77.411587)"
391,2.01204E+11,4/2/2012,1745,BELVIDERE ST,None,None,None,FRANKLIN ST,11787681,3724425,"(37.547022, -77.44875)"
70,2.00909E+11,9/24/2009,1655,1600 E BROAD ST,None,None,None,None,11794069,3720704,"(37.536606, -77.426863)"
548,2.01311E+11,11/8/2013,2150,WARWICK ROAD,600,Feet,N,BROAD ROCK BLVD,11779308,3701051,"(37.483084, -77.478502)"
573,2.01402E+11,2/19/2014,1458,BROAD ST,None,None,None,3RD ST,11790450,3723364,"(37.544023, -77.439241)"
14,2.00903E+11,3/12/2009,1840,HULL ST,None,None,None,BLAKE LANE,11783268,3710141,"(37.507929, -77.464512)"
18,2.00904E+11,4/5/2009,1930,317 E LADIES MILE ROAD,None,None,None,None,11793282,3736963,"(37.581281, -77.428941)"
149,2.01004E+11,4/23/2010,919,2ND ST,200,Feet,N,GRACE ST,11789952,3723237,"(37.54369, -77.440963)"
563,2.01401E+11,1/16/2014,925,CHERRY ST,None,None,None,CUMBERLAND ST,11786509,3723008,"(37.543166, -77.452847)"
215,2.01011E+11,11/6/2010,20,JEFFERSON DAVIS HWY,None,None,None,SUMMER HILL AVE,11789183,3700398,"(37.480992, -77.444496)"
281,2.01107E+11,7/17/2011,1530,CARY ST,None,None,None,BELVIDERE ST,11787616,3723482,"(37.544434, -77.449011)"
355,2.01201E+11,1/10/2012,1645,NORTH AVE,None,None,None,LABURNUM AVE,11790297,3738201,"(37.584773, -77.439194)"
298,2.01109E+11,9/3/2011,922,HILL ST,None,None,None,ST PAUL ST,11791239,3727134,"(37.554352, -77.436373)"
6,2.00901E+11,1/30/2009,1800,BELLEVUE AVE,100,Feet,W,BROOK ROAD,11786440,3740435,"(37.591026, -77.452418)"
279,2.01107E+11,7/9/2011,1555,FAIRFIELD AVE,300,Feet,E,23RD ST,11799983,3724932,"(37.54803, -77.4063)"
458,2.01211E+11,11/26/2012,1750,CARY ST,None,None,None,BOULEVARD,11779699,3725994,"(37.551571, -77.476222)"
85,2.0091E+11,10/31/2009,1436,BROAD ST,25,Feet,E,3RD ST,11790450,3723364,"(37.544023, -77.439241)"
390,2.01203E+11,3/31/2012,1129,GROVE AVE,50,Feet,W,LIBBIE AVE,11767376,3733662,"(37.572989, -77.518454)"
418,2.01206E+11,6/23/2012,104,CARY ST,None,None,None,14TH ST,11792463,3719921,"(37.534505, -77.432432)"
9,2.00902E+11,2/13/2009,1406,HARRISON ST,None,None,None,FRANKLIN ST,11786168,3725538,"(37.550124, -77.453926)"
306,2.01109E+11,9/25/2011,345,HULL ST,None,None,None,34TH ST,11782563,3709562,"(37.50636, -77.466964)"
443,2.0121E+11,10/11/2012,1033,MOSBY ST,None,None,None,O ST,11796029,3722142,"(37.540493, -77.420047)"
55,2.00907E+11,7/29/2009,720,DOWNTOWN EXPRESSWAY,0,Feet,W,MEADOW ST TOLL BOOTH,0,0,"(21.84882, -111.898764)"
250,2.01103E+11,3/14/2011,1840,HEY ROAD,1000,Feet,N,SNEAD ROAD,11772128,3699358,"(37.478645, -77.503307)"
